Chromosome,Map_Type,Position_cM,Position_bp,Group
7,ZhongmuNo.1,98.73,16879459,NotImp
7,ZhongmuNo.1,100.34,17482222,NotImp
7,ZhongmuNo.1,100.34,18262254,NotImp
7,ZhongmuNo.1,100.34,18353873,NotImp
7,ZhongmuNo.1,100.34,20869817,NotImp
7,ZhongmuNo.1,101.88,21356143,NotImp
7,ZhongmuNo.1,103.16,22288717,NotImp
7,ZhongmuNo.1,103.16,22590822,NotImp
7,ZhongmuNo.1,103.16,22819238,NotImp
7,ZhongmuNo.1,103.17,23169903,NotImp
7,ZhongmuNo.1,103.17,23263660,NotImp
7,ZhongmuNo.1,103.89,24253478,NotImp
7,ZhongmuNo.1,103.89,24892666,NotImp
7,ZhongmuNo.1,103.89,24892671,NotImp
7,ZhongmuNo.1,104.94,26239905,NotImp
7,ZhongmuNo.1,108.81,27186944,NotImp
7,ZhongmuNo.1,108.81,27188838,NotImp
7,ZhongmuNo.1,108.81,27223693,NotImp
7,ZhongmuNo.1,109.85,27316590,NotImp
7,ZhongmuNo.1,109.85,29127917,NotImp
7,ZhongmuNo.1,109.85,29127975,NotImp
7,ZhongmuNo.1,109.85,29128000,NotImp
7,ZhongmuNo.1,109.85,29128044,NotImp
7,ZhongmuNo.1,109.85,29128046,NotImp
7,ZhongmuNo.1,109.85,29128475,NotImp
7,ZhongmuNo.1,109.85,29689873,NotImp
7,ZhongmuNo.1,109.85,29689909,NotImp
7,ZhongmuNo.1,110.59,29742281,NotImp
7,ZhongmuNo.1,110.59,29742366,NotImp
7,ZhongmuNo.1,110.59,29742368,NotImp
7,ZhongmuNo.1,110.6,31976669,NotImp
7,ZhongmuNo.1,112.19,31976861,NotImp
7,ZhongmuNo.1,112.19,31976868,NotImp
7,ZhongmuNo.1,112.19,31976878,NotImp
7,ZhongmuNo.1,112.19,31976893,NotImp
7,ZhongmuNo.1,114.43,31976990,NotImp
7,ZhongmuNo.1,114.43,31977006,NotImp
7,ZhongmuNo.1,114.43,31977017,NotImp
7,ZhongmuNo.1,114.44,31977030,NotImp
7,ZhongmuNo.1,114.44,31977033,NotImp
7,ZhongmuNo.1,116.33,31977071,NotImp
7,ZhongmuNo.1,116.33,31977076,NotImp
7,ZhongmuNo.1,116.33,31977091,NotImp
7,ZhongmuNo.1,116.33,32315885,NotImp
7,ZhongmuNo.1,116.42,32315911,NotImp
7,ZhongmuNo.1,119.21,32315986,NotImp
7,ZhongmuNo.1,119.21,32316007,NotImp
7,ZhongmuNo.1,119.6,32454320,NotImp
7,ZhongmuNo.1,119.6,32454428,NotImp
7,ZhongmuNo.1,119.6,32454443,NotImp
7,ZhongmuNo.1,119.6,32537036,NotImp
7,ZhongmuNo.1,119.6,32580361,NotImp
7,ZhongmuNo.1,119.6,32580370,NotImp
7,ZhongmuNo.1,119.6,32580374,NotImp
7,ZhongmuNo.1,119.6,32580439,NotImp
7,ZhongmuNo.1,119.6,32580742,NotImp
7,ZhongmuNo.1,119.61,32686599,NotImp
7,ZhongmuNo.1,119.61,32686785,NotImp
7,ZhongmuNo.1,119.61,32686787,NotImp
7,ZhongmuNo.1,119.61,32686804,NotImp
7,ZhongmuNo.1,119.61,33721285,NotImp
7,ZhongmuNo.1,119.61,33793793,NotImp
7,ZhongmuNo.1,119.61,34400706,NotImp
7,ZhongmuNo.1,119.61,36883269,NotImp
7,ZhongmuNo.1,119.61,36883273,NotImp
7,ZhongmuNo.1,119.61,36883456,NotImp
7,ZhongmuNo.1,119.62,37533049,NotImp
7,ZhongmuNo.1,119.67,37707750,NotImp
7,ZhongmuNo.1,121.96,39458286,NotImp
7,ZhongmuNo.1,121.96,39458522,NotImp
7,ZhongmuNo.1,121.96,41343872,NotImp
7,ZhongmuNo.1,123.64,43907360,NotImp
7,ZhongmuNo.1,123.64,43907421,NotImp
7,ZhongmuNo.1,124.23,44187445,NotImp
7,ZhongmuNo.1,124.23,44187517,NotImp
7,ZhongmuNo.1,124.49,44301325,NotImp
7,ZhongmuNo.1,124.49,45271556,NotImp
7,ZhongmuNo.1,125.23,45511611,NotImp
7,ZhongmuNo.1,125.23,45511621,NotImp
7,ZhongmuNo.1,125.23,45511735,NotImp
7,ZhongmuNo.1,126.21,45651226,NotImp
7,ZhongmuNo.1,126.21,45658577,NotImp
7,ZhongmuNo.1,126.26,45658627,NotImp
7,ZhongmuNo.1,126.5,45701623,NotImp
7,ZhongmuNo.1,126.5,45945695,NotImp
7,ZhongmuNo.1,126.5,45945959,NotImp
7,ZhongmuNo.1,126.51,46536516,NotImp
7,ZhongmuNo.1,126.51,46536552,NotImp
7,ZhongmuNo.1,126.51,46702709,NotImp
7,ZhongmuNo.1,127.91,47139991,NotImp
7,ZhongmuNo.1,127.91,47143808,NotImp
7,ZhongmuNo.1,127.91,47706745,NotImp
7,ZhongmuNo.1,127.91,47706747,NotImp
7,ZhongmuNo.1,128.92,47763263,NotImp
7,ZhongmuNo.1,130.14,47763374,NotImp
7,ZhongmuNo.1,130.14,48398345,NotImp
7,ZhongmuNo.1,130.14,48878745,NotImp
7,ZhongmuNo.1,130.22,48897153,NotImp
7,ZhongmuNo.1,130.22,49560488,NotImp
7,ZhongmuNo.1,131.12,50008007,NotImp
7,ZhongmuNo.1,131.16,50060934,NotImp
7,ZhongmuNo.1,131.17,50060982,NotImp
7,ZhongmuNo.1,131.66,50615591,NotImp
7,ZhongmuNo.1,131.66,50630608,NotImp
7,ZhongmuNo.1,133.1,50706124,NotImp
7,ZhongmuNo.1,133.24,50709492,NotImp
7,ZhongmuNo.1,133.25,50709498,NotImp
7,ZhongmuNo.1,133.37,50709972,NotImp
7,ZhongmuNo.1,133.49,51833645,NotImp
7,ZhongmuNo.1,135.14,54381634,NotImp
7,ZhongmuNo.1,135.14,54514334,NotImp
7,ZhongmuNo.1,135.18,54692728,NotImp
7,ZhongmuNo.1,135.93,54692868,NotImp
7,ZhongmuNo.1,135.93,55212896,NotImp
7,ZhongmuNo.1,135.94,55213231,NotImp
7,ZhongmuNo.1,135.94,55213273,NotImp
7,ZhongmuNo.1,135.94,55213390,NotImp
7,ZhongmuNo.1,135.94,55367659,NotImp
7,ZhongmuNo.1,135.94,55367663,NotImp
7,ZhongmuNo.1,135.94,55367668,NotImp
7,ZhongmuNo.1,135.94,55368254,NotImp
7,ZhongmuNo.1,138.62,55930216,NotImp
7,ZhongmuNo.1,138.98,57537539,NotImp
7,ZhongmuNo.1,141.02,57537953,NotImp
7,ZhongmuNo.1,141.03,58788468,NotImp
7,ZhongmuNo.1,141.03,58788472,NotImp
7,ZhongmuNo.1,141.03,58788480,NotImp
7,ZhongmuNo.1,142.6,58788534,NotImp
7,ZhongmuNo.1,142.6,59072341,NotImp
7,ZhongmuNo.1,142.6,59072347,NotImp
7,ZhongmuNo.1,142.6,59072519,NotImp
7,ZhongmuNo.1,142.6,59072542,NotImp
7,ZhongmuNo.1,142.61,59467540,NotImp
7,ZhongmuNo.1,142.61,60039618,NotImp
7,ZhongmuNo.1,142.61,60246856,NotImp
7,ZhongmuNo.1,142.61,60246870,NotImp
7,ZhongmuNo.1,142.61,60246908,NotImp
7,ZhongmuNo.1,142.61,60499088,NotImp
7,ZhongmuNo.1,142.61,60501640,NotImp
7,ZhongmuNo.1,142.61,60502789,NotImp
7,ZhongmuNo.1,142.61,60760884,NotImp
7,ZhongmuNo.1,142.61,60931839,NotImp
7,ZhongmuNo.1,142.9,60952073,NotImp
7,ZhongmuNo.1,142.9,60952224,NotImp
7,ZhongmuNo.1,142.9,60953679,NotImp
7,ZhongmuNo.1,142.91,61000402,NotImp
7,ZhongmuNo.1,142.91,61003614,NotImp
7,ZhongmuNo.1,143.73,61310123,NotImp
7,ZhongmuNo.1,143.73,61310146,NotImp
7,ZhongmuNo.1,143.73,61310254,NotImp
7,ZhongmuNo.1,143.73,61310271,NotImp
7,ZhongmuNo.1,143.73,61313568,NotImp
7,ZhongmuNo.1,143.74,61373723,NotImp
7,ZhongmuNo.1,143.74,62160429,NotImp
7,ZhongmuNo.1,143.76,62179417,NotImp
7,ZhongmuNo.1,147.71,62522383,NotImp
7,ZhongmuNo.1,147.71,62570663,NotImp
7,ZhongmuNo.1,147.72,62839824,NotImp
7,ZhongmuNo.1,147.72,63250459,NotImp
7,ZhongmuNo.1,147.72,63251056,NotImp
7,ZhongmuNo.1,147.72,63251066,NotImp
7,ZhongmuNo.1,148.66,63726526,NotImp
7,ZhongmuNo.1,150.01,63726684,NotImp
7,ZhongmuNo.1,150.01,63878050,NotImp
7,ZhongmuNo.1,150.01,63878101,NotImp
7,ZhongmuNo.1,150.01,63878251,NotImp
7,ZhongmuNo.1,150.01,63883176,NotImp
7,ZhongmuNo.1,150.01,64075297,NotImp
7,ZhongmuNo.1,150.01,64077229,NotImp
7,ZhongmuNo.1,150.01,64262286,NotImp
7,ZhongmuNo.1,150.02,64262512,NotImp
7,ZhongmuNo.1,150.02,64295748,NotImp
7,ZhongmuNo.1,150.58,64661151,NotImp
7,ZhongmuNo.1,150.71,64677397,NotImp
7,ZhongmuNo.1,150.71,64677406,NotImp
7,ZhongmuNo.1,150.72,64798173,NotImp
7,ZhongmuNo.1,150.72,64819465,NotImp
7,ZhongmuNo.1,150.72,64819473,NotImp
7,ZhongmuNo.1,150.72,64834855,NotImp
7,ZhongmuNo.1,150.72,64834895,NotImp
7,ZhongmuNo.1,152.74,65193935,NotImp
7,ZhongmuNo.1,152.74,65193958,NotImp
7,ZhongmuNo.1,152.74,65209928,NotImp
7,ZhongmuNo.1,154.5,65217882,NotImp
7,ZhongmuNo.1,154.51,65332204,NotImp
7,ZhongmuNo.1,154.51,65332214,NotImp
7,ZhongmuNo.1,154.51,65332221,NotImp
7,ZhongmuNo.1,154.51,65332234,NotImp
7,ZhongmuNo.1,154.51,65332238,NotImp
7,ZhongmuNo.1,154.74,65332257,NotImp
7,ZhongmuNo.1,155.23,65332560,NotImp
7,ZhongmuNo.1,155.23,65332568,NotImp
7,ZhongmuNo.1,155.23,65333589,NotImp
7,ZhongmuNo.1,155.24,66018842,NotImp
7,ZhongmuNo.1,155.24,66930185,NotImp
7,ZhongmuNo.1,155.24,67168378,NotImp
7,ZhongmuNo.1,155.24,67193693,NotImp
7,ZhongmuNo.1,155.24,67193815,NotImp
7,ZhongmuNo.1,155.24,67193838,NotImp
7,ZhongmuNo.1,155.24,67579088,NotImp
7,ZhongmuNo.1,155.9,67707545,NotImp
7,ZhongmuNo.1,155.9,67991399,NotImp
7,ZhongmuNo.1,155.9,68098967,NotImp
7,ZhongmuNo.1,155.9,68126623,NotImp
7,ZhongmuNo.1,155.9,68132909,NotImp
7,ZhongmuNo.1,155.9,68182269,NotImp
7,ZhongmuNo.1,155.9,68344022,NotImp
7,ZhongmuNo.1,155.91,68748199,NotImp
7,ZhongmuNo.1,155.91,69089552,NotImp
7,ZhongmuNo.1,155.91,69157086,NotImp
7,ZhongmuNo.1,155.91,69608989,NotImp
7,ZhongmuNo.1,155.91,69609015,NotImp
7,ZhongmuNo.1,156.26,69629747,NotImp
7,ZhongmuNo.1,156.26,69711922,NotImp
7,ZhongmuNo.1,161.3,69772399,NotImp
7,ZhongmuNo.1,161.3,70736417,NotImp
7,ZhongmuNo.1,161.91,71060542,NotImp
7,ZhongmuNo.1,162.09,71316084,NotImp
7,ZhongmuNo.1,162.24,71668370,NotImp
7,ZhongmuNo.1,162.24,71668585,NotImp
7,ZhongmuNo.1,162.35,73333585,NotImp
7,ZhongmuNo.1,164.13,73518543,NotImp
7,ZhongmuNo.1,164.46,73919990,NotImp
7,ZhongmuNo.1,164.46,74781265,NotImp
7,ZhongmuNo.1,164.46,74781465,NotImp
7,ZhongmuNo.1,165.65,75366973,NotImp
7,ZhongmuNo.1,165.66,75368674,NotImp
7,ZhongmuNo.1,166.44,75535125,NotImp
7,ZhongmuNo.1,166.44,76070642,NotImp
7,ZhongmuNo.1,166.45,76070802,NotImp
7,ZhongmuNo.1,166.45,76306989,NotImp
7,ZhongmuNo.1,167.87,76678232,NotImp
7,ZhongmuNo.1,167.87,76717548,NotImp
7,ZhongmuNo.1,167.87,76800630,NotImp
7,ZhongmuNo.1,168.36,78227541,NotImp
7,ZhongmuNo.1,168.36,78235511,NotImp
7,ZhongmuNo.1,168.36,78469015,NotImp
7,ZhongmuNo.1,168.36,78469037,NotImp
7,ZhongmuNo.1,168.36,78490411,NotImp
7,ZhongmuNo.1,168.36,78548822,NotImp
7,ZhongmuNo.1,168.36,78589603,NotImp
7,ZhongmuNo.1,168.36,78733554,NotImp
7,ZhongmuNo.1,168.36,78954166,NotImp
7,ZhongmuNo.1,168.36,79237678,NotImp
7,ZhongmuNo.1,168.37,79463667,NotImp
7,ZhongmuNo.1,168.37,79496808,NotImp
7,ZhongmuNo.1,168.37,79496820,NotImp
7,ZhongmuNo.1,168.37,79650763,NotImp
7,ZhongmuNo.1,170.91,79650772,NotImp
7,ZhongmuNo.1,170.91,79889612,NotImp
7,ZhongmuNo.1,171.73,80376711,NotImp
7,ZhongmuNo.1,172.11,80382050,NotImp
7,ZhongmuNo.1,172.11,80439038,NotImp
7,ZhongmuNo.1,172.11,80464022,NotImp
7,ZhongmuNo.1,172.11,80464159,NotImp
7,ZhongmuNo.1,172.11,80762719,NotImp
7,ZhongmuNo.1,172.11,80800529,NotImp
7,ZhongmuNo.1,172.11,80910656,NotImp
7,ZhongmuNo.1,172.11,81383585,NotImp
7,ZhongmuNo.1,172.12,81470543,NotImp
7,ZhongmuNo.1,172.12,81470544,NotImp
7,ZhongmuNo.1,172.12,81542311,NotImp
7,ZhongmuNo.1,172.12,81542313,NotImp
7,ZhongmuNo.1,175.7,82082142,NotImp
7,ZhongmuNo.1,175.7,82107617,NotImp
7,ZhongmuNo.1,175.7,82107656,NotImp
7,ZhongmuNo.1,175.7,82107671,NotImp
7,ZhongmuNo.1,175.71,82107776,NotImp
7,ZhongmuNo.1,175.71,82107785,NotImp
7,ZhongmuNo.1,175.71,82107832,NotImp
7,ZhongmuNo.1,175.71,82107883,NotImp
7,ZhongmuNo.1,175.71,82107913,NotImp
7,ZhongmuNo.1,175.86,82130222,NotImp
7,ZhongmuNo.1,175.86,82489365,NotImp
7,ZhongmuNo.1,175.86,82647443,NotImp
7,ZhongmuNo.1,175.87,82647577,NotImp
7,ZhongmuNo.1,175.87,82647821,NotImp
7,ZhongmuNo.1,175.87,82647842,NotImp
7,ZhongmuNo.1,175.87,82831387,NotImp
7,ZhongmuNo.1,175.93,82873201,NotImp
7,ZhongmuNo.1,175.93,83220333,NotImp
7,ZhongmuNo.1,175.95,83401078,NotImp
7,ZhongmuNo.1,175.95,83401138,NotImp
7,ZhongmuNo.1,175.95,83440723,NotImp
7,ZhongmuNo.1,177.09,83598838,NotImp
7,ZhongmuNo.1,177.09,83598849,NotImp
7,ZhongmuNo.1,177.09,83822558,NotImp
7,ZhongmuNo.1,177.09,83831362,NotImp
7,ZhongmuNo.1,177.73,84635240,NotImp
7,ZhongmuNo.1,177.73,85083780,NotImp
7,ZhongmuNo.1,177.73,86084067,NotImp
7,ZhongmuNo.1,177.73,86459733,NotImp
7,ZhongmuNo.1,177.73,86507202,NotImp
7,ZhongmuNo.1,177.74,86842881,NotImp
7,ZhongmuNo.1,177.74,87771608,NotImp
7,ZhongmuNo.1,177.74,88355503,NotImp
7,ZhongmuNo.1,178.19,88367016,NotImp
7,ZhongmuNo.1,178.19,88367019,NotImp
7,ZhongmuNo.1,178.2,88738205,NotImp
7,ZhongmuNo.1,178.2,88823011,NotImp
7,ZhongmuNo.1,178.2,88823017,NotImp
7,ZhongmuNo.1,178.2,88823025,NotImp
7,ZhongmuNo.1,178.2,88823178,NotImp
7,ZhongmuNo.1,178.2,88823199,NotImp
7,ZhongmuNo.1,178.21,88866752,NotImp
7,ZhongmuNo.1,178.21,89065002,NotImp
7,ZhongmuNo.1,178.21,89142240,NotImp
7,ZhongmuNo.1,178.21,89162340,NotImp
7,ZhongmuNo.1,178.21,89224175,NotImp
7,ZhongmuNo.1,178.21,89468060,NotImp
7,ZhongmuNo.1,178.21,89468107,NotImp
7,ZhongmuNo.1,178.21,89489792,NotImp
7,ZhongmuNo.1,178.21,89489879,NotImp
7,ZhongmuNo.1,178.21,89775285,NotImp
7,ZhongmuNo.1,178.22,90063210,NotImp
7,ZhongmuNo.1,178.22,90124759,NotImp
7,ZhongmuNo.1,178.98,90996036,NotImp
7,ZhongmuNo.1,178.98,91565574,NotImp
7,ZhongmuNo.1,179.75,92210707,NotImp
7,ZhongmuNo.1,179.75,92250476,NotImp
7,ZhongmuNo.1,179.75,92822486,NotImp
7,ZhongmuNo.1,179.75,93098025,NotImp
7,ZhongmuNo.1,179.75,93162758,NotImp
7,ZhongmuNo.1,179.75,93162770,NotImp
7,ZhongmuNo.1,179.75,93227936,NotImp
7,ZhongmuNo.1,179.75,93275874,NotImp
7,ZhongmuNo.1,180.21,93468651,NotImp
7,ZhongmuNo.1,180.21,93469386,NotImp
7,ZhongmuNo.1,180.24,93549638,NotImp
7,ZhongmuNo.1,180.24,93549690,NotImp
7,ZhongmuNo.1,180.24,94046973,NotImp
7,ZhongmuNo.1,180.24,94048114,NotImp
7,ZhongmuNo.1,180.24,94048161,NotImp
7,ZhongmuNo.1,180.97,94050346,NotImp
7,ZhongmuNo.1,183.32,94287435,NotImp
7,ZhongmuNo.1,183.33,94287441,NotImp
7,ZhongmuNo.1,187.8,94299587,NotImp
7,ZhongmuNo.1,187.81,94316544,NotImp
7,ZhongmuNo.1,187.81,94369136,NotImp
7,ZhongmuNo.1,187.81,94388478,NotImp
7,ZhongmuNo.1,187.81,94388515,NotImp
7,ZhongmuNo.1,190.23,94854751,NotImp
7,ZhongmuNo.1,190.86,94861430,NotImp
7,ZhongmuNo.1,193.48,94898861,NotImp
7,ZhongmuNo.1,193.48,94907862,NotImp
7,ZhongmuNo.1,193.48,94908037,NotImp
7,ZhongmuNo.1,193.48,95042678,NotImp
7,ZhongmuNo.1,198.31,95042685,NotImp
7,ZhongmuNo.1,198.31,95053672,NotImp
7,ZhongmuNo.1,198.31,95192053,NotImp
7,ZhongmuNo.1,198.81,95335802,NotImp
7,ZhongmuNo.1,199.25,95337607,NotImp
7,ZhongmuNo.1,199.25,95337696,NotImp
7,ZhongmuNo.1,199.25,95337714,NotImp
8,ZhongmuNo.1,0,1682912,NotImp
8,ZhongmuNo.1,0,2209019,NotImp
8,ZhongmuNo.1,0,2238470,NotImp
8,ZhongmuNo.1,0.94,2481993,NotImp
8,ZhongmuNo.1,9.47,2585576,NotImp
8,ZhongmuNo.1,9.76,2585643,NotImp
8,ZhongmuNo.1,9.76,2585698,NotImp
8,ZhongmuNo.1,9.76,3077202,NotImp
8,ZhongmuNo.1,16.71,3132500,NotImp
8,ZhongmuNo.1,19.61,3132596,NotImp
8,ZhongmuNo.1,19.61,3394931,NotImp
8,ZhongmuNo.1,19.93,3729483,NotImp
8,ZhongmuNo.1,19.94,3729490,NotImp
8,ZhongmuNo.1,19.94,3729506,NotImp
8,ZhongmuNo.1,19.94,3729741,NotImp
8,ZhongmuNo.1,20.53,4104359,NotImp
8,ZhongmuNo.1,20.53,6144575,NotImp
8,ZhongmuNo.1,22.01,7684714,NotImp
8,ZhongmuNo.1,22.01,9614102,NotImp
8,ZhongmuNo.1,22.01,10485138,NotImp
8,ZhongmuNo.1,24.24,10948814,NotImp
8,ZhongmuNo.1,24.24,10948828,NotImp
8,ZhongmuNo.1,24.24,11007261,NotImp
8,ZhongmuNo.1,24.24,11007270,NotImp
8,ZhongmuNo.1,24.76,11523762,NotImp
8,ZhongmuNo.1,24.76,13251848,NotImp
8,ZhongmuNo.1,26.02,13783488,NotImp
8,ZhongmuNo.1,26.02,13783489,NotImp
8,ZhongmuNo.1,26.03,14583871,NotImp
8,ZhongmuNo.1,26.03,14583968,NotImp
8,ZhongmuNo.1,26.03,14586304,NotImp
8,ZhongmuNo.1,26.03,14586363,NotImp
8,ZhongmuNo.1,26.03,14586365,NotImp
8,ZhongmuNo.1,26.04,14726404,NotImp
8,ZhongmuNo.1,26.04,14878442,NotImp
8,ZhongmuNo.1,27.32,16791873,NotImp
8,ZhongmuNo.1,28.05,17031075,NotImp
8,ZhongmuNo.1,28.05,17091118,NotImp
8,ZhongmuNo.1,28.46,17868888,NotImp
8,ZhongmuNo.1,28.46,17869021,NotImp
8,ZhongmuNo.1,32.2,19995404,NotImp
8,ZhongmuNo.1,32.2,21073107,NotImp
8,ZhongmuNo.1,35.86,21453154,NotImp
8,ZhongmuNo.1,35.97,21453165,NotImp
8,ZhongmuNo.1,35.97,23507661,NotImp
8,ZhongmuNo.1,35.97,23507693,NotImp
8,ZhongmuNo.1,36.65,24236742,NotImp
8,ZhongmuNo.1,36.65,24242498,NotImp
8,ZhongmuNo.1,36.65,24872739,NotImp
8,ZhongmuNo.1,44.88,26068709,NotImp
8,ZhongmuNo.1,44.88,27394121,NotImp
8,ZhongmuNo.1,46,30321133,NotImp
8,ZhongmuNo.1,46.08,30617368,NotImp
8,ZhongmuNo.1,46.08,30833537,NotImp
8,ZhongmuNo.1,46.08,30833557,NotImp
8,ZhongmuNo.1,46.08,30833776,NotImp
8,ZhongmuNo.1,46.13,32061483,NotImp
8,ZhongmuNo.1,46.13,32164236,NotImp
8,ZhongmuNo.1,47.25,32164267,NotImp
8,ZhongmuNo.1,47.25,32164271,NotImp
8,ZhongmuNo.1,47.25,32447626,NotImp
8,ZhongmuNo.1,49.02,34869849,NotImp
8,ZhongmuNo.1,50.07,34934411,NotImp
8,ZhongmuNo.1,50.57,35239374,NotImp
8,ZhongmuNo.1,50.57,35625156,NotImp
8,ZhongmuNo.1,50.58,35666653,NotImp
8,ZhongmuNo.1,52.91,35666654,NotImp
8,ZhongmuNo.1,52.91,35666657,NotImp
8,ZhongmuNo.1,52.91,37921619,NotImp
8,ZhongmuNo.1,55.48,40294086,NotImp
8,ZhongmuNo.1,55.48,40296209,NotImp
8,ZhongmuNo.1,55.48,40310488,NotImp
8,ZhongmuNo.1,55.48,40310496,NotImp
8,ZhongmuNo.1,55.48,40310518,NotImp
8,ZhongmuNo.1,55.48,40492764,NotImp
8,ZhongmuNo.1,55.48,40492779,NotImp
8,ZhongmuNo.1,56.11,40551526,NotImp
8,ZhongmuNo.1,56.11,40551535,NotImp
8,ZhongmuNo.1,56.11,40551586,NotImp
8,ZhongmuNo.1,56.12,42441355,NotImp
8,ZhongmuNo.1,56.12,46086865,NotImp
8,ZhongmuNo.1,57.37,47371160,NotImp
8,ZhongmuNo.1,57.37,47373218,NotImp
8,ZhongmuNo.1,57.49,48495233,NotImp
8,ZhongmuNo.1,59.4,50918353,NotImp
8,ZhongmuNo.1,59.4,50921242,NotImp
8,ZhongmuNo.1,62.96,50952573,NotImp
8,ZhongmuNo.1,63.54,50952619,NotImp
8,ZhongmuNo.1,65.44,52602525,NotImp
8,ZhongmuNo.1,65.44,52602554,NotImp
8,ZhongmuNo.1,65.44,52602611,NotImp
8,ZhongmuNo.1,65.45,52707240,NotImp
8,ZhongmuNo.1,66.29,53468496,NotImp
8,ZhongmuNo.1,67.09,54284666,NotImp
8,ZhongmuNo.1,68.18,54484745,NotImp
8,ZhongmuNo.1,68.18,54484752,NotImp
8,ZhongmuNo.1,68.18,54484753,NotImp
8,ZhongmuNo.1,68.18,54484786,NotImp
8,ZhongmuNo.1,68.89,54542174,NotImp
8,ZhongmuNo.1,68.91,54542194,NotImp
8,ZhongmuNo.1,69.1,55538135,NotImp
8,ZhongmuNo.1,69.1,55538201,NotImp
8,ZhongmuNo.1,69.53,55554965,NotImp
8,ZhongmuNo.1,69.53,55556042,NotImp
8,ZhongmuNo.1,69.53,55592407,NotImp
8,ZhongmuNo.1,69.53,55592645,NotImp
8,ZhongmuNo.1,69.79,55906312,NotImp
8,ZhongmuNo.1,69.79,56004278,NotImp
8,ZhongmuNo.1,69.79,56004280,NotImp
8,ZhongmuNo.1,69.79,56040180,NotImp
8,ZhongmuNo.1,71.94,56184790,NotImp
8,ZhongmuNo.1,76.32,56424334,NotImp
8,ZhongmuNo.1,76.32,56424395,NotImp
8,ZhongmuNo.1,76.32,56907787,NotImp
8,ZhongmuNo.1,76.62,56907859,NotImp
8,ZhongmuNo.1,76.62,57017461,NotImp
8,ZhongmuNo.1,76.62,57017524,NotImp
8,ZhongmuNo.1,76.62,57493381,NotImp
8,ZhongmuNo.1,76.62,57493388,NotImp
8,ZhongmuNo.1,82.58,57493516,NotImp
8,ZhongmuNo.1,99.54,57539354,NotImp
8,ZhongmuNo.1,99.54,57539391,NotImp
8,ZhongmuNo.1,99.54,57549351,NotImp
8,ZhongmuNo.1,101.23,57549352,NotImp
8,ZhongmuNo.1,102.13,57697575,NotImp
8,ZhongmuNo.1,102.13,57697610,NotImp
8,ZhongmuNo.1,102.13,57697613,NotImp
8,ZhongmuNo.1,102.14,57697650,NotImp
8,ZhongmuNo.1,104.8,59002649,NotImp
8,ZhongmuNo.1,104.8,59021259,NotImp
8,ZhongmuNo.1,105.21,59221637,NotImp
8,ZhongmuNo.1,105.21,59221772,NotImp
8,ZhongmuNo.1,105.21,59234218,NotImp
8,ZhongmuNo.1,105.21,59234309,NotImp
8,ZhongmuNo.1,105.21,59234310,NotImp
8,ZhongmuNo.1,105.21,59301297,NotImp
8,ZhongmuNo.1,105.21,59325911,NotImp
8,ZhongmuNo.1,105.21,59353190,NotImp
8,ZhongmuNo.1,105.22,59353236,NotImp
8,ZhongmuNo.1,105.34,59854294,NotImp
8,ZhongmuNo.1,105.34,59854378,NotImp
8,ZhongmuNo.1,105.34,59862086,NotImp
8,ZhongmuNo.1,105.34,60220809,NotImp
8,ZhongmuNo.1,106.45,60506408,NotImp
8,ZhongmuNo.1,106.45,60506466,NotImp
8,ZhongmuNo.1,106.45,60506556,NotImp
8,ZhongmuNo.1,106.45,60524576,NotImp
8,ZhongmuNo.1,107.97,60524597,NotImp
8,ZhongmuNo.1,119.4,60535140,NotImp
8,ZhongmuNo.1,119.41,60535332,NotImp
8,ZhongmuNo.1,119.41,60877436,NotImp
8,ZhongmuNo.1,119.41,61225861,NotImp
8,ZhongmuNo.1,119.41,61225886,NotImp
8,ZhongmuNo.1,119.41,61226027,NotImp
8,ZhongmuNo.1,121.03,61671888,NotImp
8,ZhongmuNo.1,121.03,61671935,NotImp
8,ZhongmuNo.1,121.03,61671997,NotImp
8,ZhongmuNo.1,121.03,61784961,NotImp
8,ZhongmuNo.1,121.04,61784976,NotImp
8,ZhongmuNo.1,121.04,61784977,NotImp
8,ZhongmuNo.1,121.04,61972534,NotImp
8,ZhongmuNo.1,130.83,62051482,NotImp
8,ZhongmuNo.1,130.83,62051589,NotImp
8,ZhongmuNo.1,131.11,62090780,NotImp
8,ZhongmuNo.1,131.11,62484235,NotImp
8,ZhongmuNo.1,131.11,62484346,NotImp
8,ZhongmuNo.1,131.11,62508876,NotImp
8,ZhongmuNo.1,131.38,62630232,NotImp
8,ZhongmuNo.1,131.38,62630281,NotImp
8,ZhongmuNo.1,131.48,62639052,NotImp
8,ZhongmuNo.1,131.48,62797834,NotImp
8,ZhongmuNo.1,131.48,62979312,NotImp
8,ZhongmuNo.1,131.48,63045289,NotImp
8,ZhongmuNo.1,131.48,63205045,NotImp
8,ZhongmuNo.1,132.79,63343731,NotImp
8,ZhongmuNo.1,138.72,63370968,NotImp
8,ZhongmuNo.1,138.72,63371002,NotImp
8,ZhongmuNo.1,140.11,63386006,NotImp
8,ZhongmuNo.1,140.11,63386037,NotImp
8,ZhongmuNo.1,140.11,63386039,NotImp
8,ZhongmuNo.1,142.6,63386124,NotImp
8,ZhongmuNo.1,142.6,63386129,NotImp
8,ZhongmuNo.1,142.6,63386136,NotImp
